PropertyID,CountyName,DwellingTypeDescr,Year_of_Construction,TypeofRating,EnergyRating,BerRating,TotalFloorArea,UValueWall,UValueRoof,UValueFloor,UValueWindow,UvalueDoor,WallArea,RoofArea,FloorArea,WindowArea,DoorArea,NoStoreys,CO2Rating,MainSpaceHeatingFuel,MainWaterHeatingFuel,HSMainSystemEfficiency,MultiDwellingMPRN,HSSupplSystemEff,WHMainSystemEff,GroundFloorUValue,SolarHotWaterHeating,InsulationType,InsulationThickness,GroundFloorArea,GroundFloorHeight,FirstFloorArea,FirstFloorHeight,SecondFloorArea,SecondFloorHeight,ThirdFloorArea,ThirdFloorHeight,RoomInRoofArea,PurposeOfRating,DateOfAssessment
21819,Leitrim,Detached house,1911,Existing,G,1733.04,54.49,2.1,2.3,1.02,4.8,3,76.62,54.49,54.49,2.71,4.15,1,578.29,Solid Multi-Fuel,Solid Multi-Fuel,30,NO,30,30,0,NO ,Factory Insulated             ,0,54.49,2.4,0,0,0,0,0,0,0,Unknown,26/08/2009
21820,Leitrim,Detached house,1997,Existing,C2,183.57,180.54,0.55,0.24,0.41,2.48,1.7,95.31,131.45,129.99,29.36,6.79,2,41.1,Heating Oil ,Heating Oil ,85.2,NO,50,85.2,0,NO ,Loose Jacket                  ,35,126.99,2.4,0,0,0,0,0,0,53.55,Unknown,19/11/2010
21821,Leitrim,Detached house,2005,Existing,D2,299.38,115.99,0.37,0.26,0.39,2.1,2.58,136.02,57.23,58.76,20.48,4.13,2,71.3,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,50,58.76,2.4,57.23,2.67,0,0,0,0,0,Unknown,21/11/2010
21822,Leitrim,House,2005,Existing,C1,167.81,173.2,0.37,0.21,0.34,1.8,3,152.52,83.65,86.6,23.96,3.7,2,42.39,Heating Oil ,Heating Oil ,85,NO,55,85,0,NO ,Factory Insulated             ,50,86.6,2.5,86.6,2.7,0,0,0,0,0,Unknown,24/11/2010
21823,Leitrim,Detached house,2001,Existing,D2,266.43,145.06,0.54,0.4,0.44,2.8,2.98,217.91,77.24,77.24,26.85,5.61,2,69.07,Heating Oil ,Heating Oil ,83,NO,30,83,0,NO ,Factory Insulated             ,35,77.24,2.52,67.82,2.89,0,0,0,0,0,Unknown,22/11/2010
21824,Leitrim,Semi-detached house,2000,Existing,D1,240.03,98.71,0.55,0.16,0.41,2.8,3.22,90.38,49.62,49.63,13.34,3.7,2,61.5,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,25,49.63,2.48,49.08,2.8,0,0,0,0,0,Unknown,24/11/2010
21825,Leitrim,Detached house,1976,Existing,C2,189.09,158.6,0.27,0.14,0.74,2.37,2.92,114.5,126.81,112,23.7,3.7,2,48.37,Heating Oil ,Heating Oil ,85.5,NO,45,85.5,0,NO ,Factory Insulated             ,40,112,2.5,0,0,0,0,0,0,46.6,Unknown,25/11/2010
21826,Leitrim,House,1968,Existing,E1,300.64,467.35,1.15,1.22,0.52,4.36,3,284.24,281.01,281.01,53.11,5.32,2,76.18,Heating Oil ,Heating Oil ,65,NO,60,65,0,NO ,Loose Jacket                  ,50,280.94,2.44,186.41,2.36,0,0,0,0,0,Unknown,25/11/2010
21827,Leitrim,Semi-detached house,2000,Existing,C2,199.05,50.85,0.3,0.13,0.44,2.6,3,51.82,50.85,50.85,9.63,3.7,1,43.42,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,50,50.85,2.42,0,0,0,0,0,0,0,Unknown,01/12/2009
21828,Leitrim,Detached house,2004,Existing,C2,195.59,208.82,0.27,0.28,0.41,1.8,3,99.3,216.95,145.46,21.33,3.7,2,50.22,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Loose Jacket                  ,35,145.46,2.43,0,0,0,0,0,0,63.36,Unknown,29/11/2010
21829,Leitrim,Semi-detached house,1984,Existing,C3,224.45,34.36,0.3,0.13,0.64,2.6,3,32,34.36,34.36,6.5,3.7,1,49.31,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,50,34.36,2.4,0,0,0,0,0,0,0,Unknown,23/11/2010
21830,Leitrim,Top-floor apartment,1784,Existing,G,588.42,52.31,1.44,0.35,0,3.1,3,68.1,52.31,0,2.48,1.76,1,140.13,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,30,52.31,2.39,0,0,0,0,0,0,0,Unknown,29/11/2010
21831,Leitrim,House,1994,Existing,C2,194.28,47.5,0.3,0.13,0.44,2.8,3,40.25,47.5,47.5,5.88,3.7,1,42.86,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,25,47.5,2.43,0,0,0,0,0,0,0,Unknown,25/11/2010
21832,Leitrim,End of terrace house,2004,Existing,C1,150.01,86.26,0.3,0.13,0.44,2,3,82.4,43.13,43.13,12.84,3.76,2,32.8,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,50,43.13,2.46,43.13,2.76,0,0,0,0,0,Unknown,25/11/2010
21833,Leitrim,House,2001,Existing,C3,203.6,50.85,0.3,0.13,0.44,2.7,3,50.78,51,51,8.02,4.62,1,44.41,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,50,50.85,2.43,0,0,0,0,0,0,0,Unknown,26/11/2010
21834,Leitrim,House,1899,Existing,G,691.24,116.8,2.1,0.13,0.94,4.8,3,163.9,57.5,58.4,6.3,3.55,2,218.01,House Coal,House Coal,45,NO,100,45,0,NO ,Loose Jacket                  ,80,58.4,2.3,58.4,2.5,0,0,0,0,0,Unknown,12/11/2010
21835,Leitrim,Detached house,1984,Existing,D2,270.75,163.06,0.27,0.16,0.57,2.8,3,160.68,80.14,82.92,27.46,3.7,2,64.93,Heating Oil ,Heating Oil ,70,NO,20,70,0,NO ,Factory Insulated             ,0,82.92,2.6,80.14,2.75,0,0,0,0,0,Unknown,01/12/2010
21836,Leitrim,House,1981,Existing,E2,345.67,99,0.29,0.16,0.64,3.1,3,86.12,99,99,19.86,3.7,1,84.4,Heating Oil ,Heating Oil ,60,NO,100,60,0,NO ,Loose Jacket                  ,35,99,2.4,0,0,0,0,0,0,0,Unknown,02/12/2010
21837,Leitrim,Semi-detached house,1985,Existing,C2,193.56,41.26,0.3,0.13,0.64,2.7,3,37.84,41.26,41.26,5.99,3.7,1,47.61,Heating Oil ,Heating Oil ,94.8,NO,0,94.8,0,NO ,Factory Insulated             ,50,41.26,2.45,0,0,0,0,0,0,0,Unknown,02/12/2010
21838,Leitrim,House,2000,Existing,B3,145.25,87.34,0.3,0.13,0.41,2.7,3,78.82,43,43.67,12.98,3.7,2,31.85,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,50,43.67,2.45,43.67,2.74,0,0,0,0,0,Unknown,06/12/2010
21839,Leitrim,House,2001,Existing,C1,153.47,86.26,0.3,0.13,0.44,2,3,82.4,43.13,43.13,12.84,3.76,2,33.54,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,50,43.13,2.46,43.13,2.76,0,0,0,0,0,Unknown,06/12/2010
21840,Leitrim,House,1996,Existing,C2,192.67,51,0.3,0.13,0.44,2.8,3,44.16,51,51,7.14,4.62,1,42.14,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,50,51,2.43,0,0,0,0,0,0,0,Unknown,07/12/2010
21841,Leitrim,House,2004,Existing,C1,156.13,91,0.3,0.13,0.36,2.6,3,61.5,91,91,11.05,4.62,1,34.05,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,50,91,2.45,0,0,0,0,0,0,0,Unknown,07/12/2010
21842,Leitrim,Semi-detached house,1983,Existing,C1,162.72,90,0.35,0.13,0.57,2.7,3,82,45,45,16.76,3.7,2,41.84,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,50,45,2.45,45,2.7,0,0,0,0,0,Unknown,07/12/2010
21843,Leitrim,House,1999,Existing,C3,221.11,121.24,0.32,0.13,0.41,2.7,2.5,100.96,121.24,121.24,15.85,5.3,1,54.01,Heating Oil ,Heating Oil ,79,NO,100,79,0,NO ,Factory Insulated             ,25,121.24,2.52,0,0,0,0,0,0,0,Unknown,08/12/2010
21844,Leitrim,House,1985,Existing,E1,314.69,159.62,0.49,0.13,0.57,4.8,3,124.66,159.62,159.62,33.5,3.73,1,80.73,Heating Oil ,Heating Oil ,75,NO,30,75,0,NO ,Factory Insulated             ,0,159.62,2.56,0,0,0,0,0,0,0,Unknown,08/12/2010
21845,Leitrim,Semi-detached house,2001,Existing,C2,199.14,144.37,0.54,0.26,0.41,2.7,3,122.06,84.45,86.31,25.4,3.7,2,51.4,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Loose Jacket                  ,40,86.31,2.49,58.06,2.67,0,0,0,0,0,Unknown,09/12/2010
21846,Leitrim,Detached house,2004,Existing,D1,245.19,117,0.55,0.26,0.47,2.3,3,160.07,58.4,58.4,16.02,1.85,2,63.46,Heating Oil ,Heating Oil ,85.3,NO,30,85.3,0,NO ,Factory Insulated             ,30,58.5,2.43,58.5,2.4,0,0,0,0,0,Unknown,09/12/2010
21847,Leitrim,Detached house,2006,Final,B3,132.99,158.47,0.23,0.32,0.19,1.91,1.9,128.58,117.73,105.06,17.87,3.7,2,33.72,Heating Oil ,Heating Oil ,92.4,NO,60,92.4,0.19,YES,Factory Insulated             ,35,105.06,2.52,53.41,1.82,0,0,0,0,0,Unknown,07/12/2010
21848,Leitrim,Detached house,1986,Existing,C3,217.85,148.16,0.59,0.2,0.55,2.6,3,112.54,148.16,148.16,31.58,1.85,1,55.19,Heating Oil ,Heating Oil ,79,NO,65,79,0,NO ,Loose Jacket                  ,80,148.16,2.47,0,0,0,0,0,0,0,Unknown,10/11/2009
21849,Leitrim,Detached house,1900,Existing,G,894.8,47.64,1.71,0.2,0.82,4.8,3.4,73.88,47.64,47.64,3.89,1.85,1,302.53,Sod Peat,Sod Peat,45,NO,30,45,0,NO ,Loose Jacket                  ,25,47.64,2.32,0,0,0,0,0,0,0,Unknown,25/11/2010
21850,Leitrim,Detached house,1955,Existing,D2,284.89,83.99,2.09,0.37,0.76,4.65,3,85.03,83.99,83.99,20.53,1.85,1,72.7,Heating Oil ,Heating Oil ,93.4,NO,65,93.4,0,NO ,Factory Insulated             ,35,83.99,2.75,0,0,0,0,0,0,0,Unknown,09/12/2010
21851,Leitrim,Detached house,2010,Provisional,B1,89.4,250.35,0.17,0.13,0.19,1.7,1.94,297.55,157.97,147.56,38.96,4,2,20.35,Heating Oil ,Heating Oil ,97,NO,70,97,0,YES,Factory Insulated             ,80,147.56,2.69,102.79,2.45,0,0,0,0,0,Unknown,16/12/2010
21852,Leitrim,Detached house,1985,Existing,D2,262.67,122.22,0.31,0.13,0.57,3.7,0,101.82,122.22,122.22,22.8,0,1,67.6,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Loose Jacket                  ,30,122.22,2.56,0,0,0,0,0,0,0,Unknown,03/12/2010
21853,Leitrim,Detached house,2008,Existing,C1,172.07,219.63,0.37,0.2,0.31,2.8,2.9,140.42,219.63,219.63,33.19,6.47,1,44.09,Electricity ,Electricity ,250,NO,30,250,0.31,NO ,Factory Insulated             ,35,219.63,2.56,0,0,0,0,0,0,0,Unknown,02/12/2010
21854,Leitrim,House,1989,Existing,C2,178.47,162.84,0.29,0.13,0.57,3.1,3.37,169.79,81.42,81.42,21.07,6.14,2,46.1,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,25,81.42,2.54,81.42,2.86,0,0,0,0,0,Unknown,14/12/2010
21855,Leitrim,Detached house,1990,Existing,E1,328.28,100.7,1.1,0.4,0.64,4.8,3,80.79,100.7,100.7,19.37,3.7,1,85.61,Heating Oil ,Heating Oil ,85.7,NO,30,85.7,0,NO ,Factory Insulated             ,0,100.7,2.4,0,0,0,0,0,0,0,Unknown,05/01/2011
21856,Leitrim,House,1999,Existing,C1,152.85,252,0.51,0.21,0.4,2.1,3,251,148.6,140,54.79,3.7,2,34.58,Heating Oil ,Heating Oil ,85.2,NO,65,85.2,0,NO ,Factory Insulated             ,150,140,2.6,112,2.5,0,0,0,0,0,Unknown,10/12/2010
21857,Leitrim,Mid-terrace house,2005,Existing,D2,280.49,69.88,0.37,0.2,0.31,2.23,3,33.13,34.94,34.94,10.66,1.85,2,69.1,Electricity ,Electricity ,100,NO,30,100,0,NO ,Factory Insulated             ,25,34.94,2.45,34.94,2.69,0,0,0,0,0,Unknown,11/12/2010
21858,Leitrim,House,2006,Existing,C2,179.3,132.69,0.37,0.26,0.37,2.6,3,133.6,77.71,80.04,20.85,5.55,2,46.56,Heating Oil ,Heating Oil ,85.5,NO,30,85.5,0,NO ,Factory Insulated             ,30,80.04,2.45,52.65,2.29,0,0,0,0,0,Unknown,11/01/2011
21859,Leitrim,Detached house,1980,Existing,D2,291.9,114.55,0.33,0.13,0.57,2,2.2,92.74,114.55,114.55,19.49,5.15,1,73.62,Heating Oil ,Heating Oil ,65,NO,55,65,0,NO ,Loose Jacket                  ,25,114.55,2.62,0,0,0,0,0,0,0,Unknown,04/01/2011
21860,Leitrim,Detached house,1980,Existing,F,391.66,60.64,0.31,0.13,0.64,1.9,3,66,60.64,60.64,12.53,3.7,1,99.28,Heating Oil ,Heating Oil ,70,NO,30,70,0,NO ,Loose Jacket                  ,0,60.64,2.45,0,0,0,0,0,0,0,Unknown,11/01/2011
21861,Leitrim,Detached house,1925,Existing,E2,375.47,97.31,0.6,1.16,0.84,3.45,3.34,126.29,61.43,61.7,10.76,3.73,2,94.93,Heating Oil ,Heating Oil ,70,NO,65,70,0,NO ,Loose Jacket                  ,40,61.7,2.42,35.61,2.6,0,0,0,0,0,Unknown,07/01/2011
21862,Leitrim,Detached house,1978,Existing,E2,353.53,123.41,1.1,0.4,0.55,2.7,3,95.76,123.41,123.41,27.33,1.85,1,83.9,Heating Oil ,Heating Oil ,85.5,NO,20,85.5,0,NO ,Loose Jacket                  ,60,123.41,2.54,0,0,0,0,0,0,0,Unknown,14/01/2011
21863,Leitrim,Ground-floor apartment,2005,Existing,D2,293.84,55,0.37,0,0.31,2.27,3,30.09,0,55,7.41,1.85,1,69.98,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,50,55,2.4,0,0,0,0,0,0,0,Unknown,17/01/2011
21864,Leitrim,House,1982,Existing,C2,194.44,160.56,0.4,0.14,0.57,3.49,3,149.88,83.93,83.93,30.85,1.85,2,44.12,Heating Oil ,Heating Oil ,79,NO,55,79,0,NO ,Factory Insulated             ,25,80.28,2.38,80.28,2.66,0,0,0,0,0,Unknown,06/12/2010
21865,Leitrim,Detached house,2002,Existing,C2,199.91,173.65,0.33,0.23,0.41,2.6,3,88.72,162.46,116.5,31.23,3.82,2,51.8,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Loose Jacket                  ,25,116.51,2.51,57.14,1.93,0,0,0,0,0,Unknown,19/01/2011
21866,Leitrim,Detached house,2001,Existing,C3,224.71,130.37,0.27,0.13,0.41,2.8,3,106,130.4,130.4,18.73,3.7,1,58.13,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Loose Jacket                  ,30,130.37,2.47,0,0,0,0,0,0,0,Unknown,14/01/2011
21867,Leitrim,Detached house,2007,Existing,C1,156.48,222.44,0.27,0.26,0.34,2.7,3,133.75,135.28,133.88,32.34,4.57,2,40.43,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,30,133.88,2.44,88.56,1.8,0,0,0,0,0,Unknown,04/02/2011
21868,Leitrim,House,1940,Existing,G,1201.66,59.64,1.63,0.58,0.9,4.8,3,91.47,58.99,56.99,7.1,3.7,1,363.3,Solid Multi-Fuel,Electricity ,30,NO,100,100,0,NO ,Factory Insulated             ,0,59.64,2.82,0,0,0,0,0,0,0,Unknown,03/02/2011
21869,Leitrim,House,1981,Existing,D2,272.65,110.16,0.27,0.16,0.6,2.7,3,97.39,108.96,110.17,20.57,3.7,1,68.67,Heating Oil ,Heating Oil ,70,NO,65,70,0,NO ,Loose Jacket                  ,40,110.16,2.58,0,0,0,0,0,0,0,Unknown,04/02/2011
21870,Leitrim,Detached house,1890,Existing,G,1560.89,59.49,2.1,2.3,1.02,4.8,3,92.32,59.49,59.49,4.32,3.48,1,388.01,Electricity ,Electricity ,100,NO,30,100,0,NO ,Factory Insulated             ,0,59.49,2.45,0,0,0,0,0,0,0,Unknown,27/01/2011
21871,Leitrim,Detached house,1984,Existing,D2,297.68,130.82,0.37,0.13,0.57,2.8,3,135.03,90.4,90.4,23.55,3.7,2,76.25,Heating Oil ,Heating Oil ,60,NO,30,60,0,NO ,Factory Insulated             ,35,90.4,2.57,40.42,2.38,0,0,0,0,0,Unknown,07/02/2011
21872,Leitrim,Detached house,1987,Existing,D2,298.15,171.84,0.33,0.22,0.57,3.01,3,102.13,154.3,112.28,22.76,5.45,2,75.8,Heating Oil ,Heating Oil ,55,NO,30,55,0,NO ,Loose Jacket                  ,0,112.28,2.56,59.56,1.84,0,0,0,0,0,Unknown,04/02/2011
21873,Leitrim,House,1980,Existing,D1,249.49,131.08,0.29,0.18,0.7,2,2,175.54,73.05,73.3,19.78,5.13,2,61.23,Heating Oil ,Heating Oil ,65,NO,60,65,0,NO ,Loose Jacket                  ,50,69.89,2.37,61.19,2.99,0,0,0,0,0,Unknown,02/02/2011
21874,Leitrim,Detached house,2002,Existing,B3,136.58,238.4,0.55,0.36,0.37,2.7,2.94,101.18,233.36,147.93,27.42,4.82,2,35.07,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated             ,35,147.93,2.51,0,0,0,0,0,0,90.47,Unknown,10/02/2011
21875,Leitrim,Detached house,1978,Existing,C3,215.87,159.03,0.55,0.23,0.57,2.8,3,144,117.79,111.71,19.64,3.7,2,54.62,Heating Oil ,Heating Oil ,79,NO,60,79,0,NO ,Factory Insulated             ,35,111.71,2.46,47.32,2,0,0,0,0,0,Unknown,11/02/2011
21876,Leitrim,Detached house,2000,Existing,C2,188.43,196.77,0.38,0.2,0.41,2.72,2.68,165.89,149.29,141.73,28.64,3.7,2,47.56,Heating Oil ,Heating Oil ,85,NO,60,85,0,NO ,Loose Jacket                  ,50,141.73,2.46,55.04,2.24,0,0,0,0,0,Unknown,11/02/2011
21877,Leitrim,Semi-detached house,1992,Existing,C3,214.96,181.1,0.53,0.13,0.57,2.8,3,172.52,100.63,80.47,22.62,5.6,2,54.66,Heating Oil ,Heating Oil ,85,NO,45,85,0,NO ,Loose Jacket                  ,50,80.47,2.48,100.63,2.62,0,0,0,0,0,Unknown,11/02/2011
21878,Leitrim,Detached house,1992,Existing,D2,278.33,126.16,0.26,0.12,0.57,2.8,3,102.09,126.16,126.16,20.95,1.83,1,71.84,Heating Oil ,Heating Oil ,65,NO,30,65,0,NO ,Loose Jacket                  ,50,126.16,2.58,0,0,0,0,0,0,0,Unknown,15/02/2011
21879,Leitrim,Detached house,1987,Existing,E1,323.17,110.5,0.31,0.13,0.57,2.8,3,96.66,108.4,108.4,13.45,3.89,1,81.93,Heating Oil ,Heating Oil ,70,NO,30,70,0,NO ,Loose Jacket                  ,0,110.5,2.54,0,0,0,0,0,0,0,Unknown,17/02/2011
21880,Leitrim,House,1999,Existing,C3,220.1,138.3,0.29,0.13,0.44,2.7,2.96,170.47,79.21,79.21,24.34,5.45,2,52.51,Heating Oil ,Heating Oil ,85,NO,20,85,0,NO ,Factory Insulated             ,25,79.21,2.46,59.09,2.68,0,0,0,0,0,Unknown,16/02/2011
21881,Leitrim,Detached house,1996,Existing,C3,213.68,240,0.22,0.13,0.4,3.1,3.05,244.53,82.16,83.22,27.46,6.26,3,54.34,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Loose Jacket                  ,0,75.68,2.25,82.16,2.74,82.16,2.72,0,0,0,Unknown,04/02/2011
21882,Leitrim,Detached house,1995,Existing,C3,220.48,159.52,0.33,0.2,0.41,2.78,3,160.31,115.09,115.69,26.84,1.88,2,55.94,Heating Oil ,Heating Oil ,79,NO,45,79,0,NO ,Loose Jacket                  ,0,114.91,2.47,44.61,2.26,0,0,0,0,0,Unknown,09/02/2011
21883,Leitrim,Detached house,1972,Existing,D2,270.59,138.44,0.3,0.13,0.71,2.8,2.78,160.64,89.85,89.85,22.49,4.36,2,68.91,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,0,87.56,2.53,50.88,2.72,0,0,0,0,0,Unknown,08/02/2011
21884,Leitrim,Detached house,1992,Existing,C1,166,178,0.27,0.13,0.57,2.8,3,166,89,89,24.11,6.67,2,41.75,Heating Oil ,Heating Oil ,85,NO,55,85,0,NO ,Loose Jacket                  ,80,89,2.45,89,2.71,0,0,0,0,0,Unknown,19/02/2011
21885,Leitrim,Semi-detached house,2004,Existing,C2,180.84,117.06,0.27,0.13,0.36,2.8,3,102.28,59.34,59.34,17.88,3.8,2,46.56,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,30,59.34,2.4,57.72,2.54,0,0,0,0,0,Unknown,08/02/2010
21886,Leitrim,Detached house,1932,Existing,F,424.36,46.53,0.3,0.4,0.84,2.7,3,90.81,63.33,63.33,13.08,1.97,1,109.36,Heating Oil ,Heating Oil ,70,NO,35,70,0,NO ,Factory Insulated             ,25,46.53,2.7,0,0,0,0,0,0,0,Unknown,21/02/2011
21887,Leitrim,House,2005,Existing,B3,134.15,232.74,0.37,0.2,0.46,1.8,2.2,233.7,116.37,116.37,31.38,1.88,2,31.9,Heating Oil ,Heating Oil ,94.4,NO,65,94.4,0,NO ,Factory Insulated             ,50,116.37,2.56,116.37,2.73,0,0,0,0,0,Unknown,12/02/2011
21888,Leitrim,Detached house,1980,Existing,D2,289.42,129.8,0.24,0.15,0.57,2.1,3,103.49,129.6,129.8,32.25,5.25,1,72.49,Heating Oil ,Heating Oil ,70,NO,55,70,0,NO ,Loose Jacket                  ,0,129.8,2.61,0,0,0,0,0,0,0,Unknown,15/02/2011
21889,Leitrim,Detached house,2000,Existing,D2,267.45,148.59,0.25,0.13,0.41,2.7,1.47,110.8,148.59,148.59,28.27,3.45,1,68.39,Heating Oil ,Heating Oil ,60,NO,30,60,0,NO ,Factory Insulated             ,35,148.59,2.51,0,0,0,0,0,0,0,Unknown,23/02/2011
21890,Leitrim,Detached house,2005,Existing,C1,165.35,176.36,0.37,0.13,0.35,1.93,3,192.77,88.44,143.98,28.16,1.8,2,42.9,Heating Oil ,Heating Oil ,95,NO,30,95,0,NO ,Factory Insulated             ,35,88.18,2.78,88.18,3.09,0,0,0,0,0,Unknown,21/02/2011
21891,Leitrim,Detached house,2005,Existing,C2,185.42,147.62,0.37,0.2,0.34,2.77,2.93,116.11,147.62,147.62,22.55,3.7,1,46.63,Heating Oil ,Heating Oil ,85.6,NO,65,85.6,0,NO ,Factory Insulated             ,35,147.62,2.63,0,0,0,0,0,0,0,Unknown,25/02/2011
21892,Leitrim,Mid-terrace house,2001,Existing,C1,170.58,187.8,0.31,0.17,0.45,2.7,2.93,213.4,96,105,30.2,3.8,2,40.28,Bulk LPG (propane or butane),Bulk LPG (propane or butane),90.3,NO,30,90.3,0,NO ,Factory Insulated             ,40,96,2.7,91.8,2.9,0,0,0,0,0,Unknown,02/03/2011
21893,Leitrim,House,2003,Existing,C1,171.04,224.68,0.38,0.29,0.36,2.2,3,165.87,145.3,137,22.86,1.85,2,43.83,Heating Oil ,Heating Oil ,70,NO,30,70,0,NO ,Factory Insulated             ,35,137,2.45,87.68,2.47,0,0,0,0,0,Unknown,28/02/2011
21894,Leitrim,Detached house,1985,Existing,D1,258.71,125.14,0.29,0.13,0.57,2.3,3,97.41,124.15,124.15,37.78,1.85,1,63.48,Heating Oil ,Heating Oil ,70,NO,60,70,0,NO ,Factory Insulated             ,35,125.14,2.55,0,0,0,0,0,0,0,Unknown,05/03/2011
21895,Leitrim,Detached house,1930,Existing,E2,353.72,75.83,0.58,0.4,0.68,2,3,86.69,75.83,75.83,5.87,3.7,1,91.61,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,35,75.83,2.6,0,0,0,0,0,0,0,Unknown,05/03/2011
21896,Leitrim,Detached house,1997,Existing,C2,183.97,302.5,0.31,0.22,0.36,2.7,2.88,184.3,188.63,161.4,27.3,4.4,2,47.15,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Loose Jacket                  ,0,161.4,2.5,113.1,2.75,0,0,0,0,28,Unknown,02/03/2011
21897,Leitrim,Detached house,2002,Existing,C2,180.3,194.3,0.31,0.14,0.37,2.55,2.73,139.7,194.3,194.3,33.5,3.8,1,45.57,Heating Oil ,Heating Oil ,85.7,NO,65,85.7,0,NO ,Factory Insulated             ,40,194.3,2.5,0,0,0,0,0,0,0,Unknown,05/02/2011
21898,Leitrim,Mid-floor apartment,2003,Existing,C2,199.01,71.41,0.51,0.35,0,3.2,2.1,39.19,3.8,0,7.05,1.85,1,47.39,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,30,71.41,2.43,0,0,0,0,0,0,0,Unknown,11/03/2011
21899,Leitrim,House,1980,Existing,C2,190.91,134.02,0.29,0.19,0.57,3.1,3,133.99,82.56,83.56,19.9,4.75,2,43.76,Heating Oil ,Heating Oil ,85.5,NO,65,85.5,0,NO ,Loose Jacket                  ,40,83.56,2.51,50.46,2.61,0,0,0,0,0,Unknown,06/03/2011
21900,Leitrim,Detached house,1983,Existing,C3,223.74,151.82,0.28,0.25,0.59,2.7,3,149.19,87.6,87.6,29.23,5.79,2,57.94,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Loose Jacket                  ,60,87.6,2.4,64.22,2.85,0,0,0,0,0,Unknown,10/03/2011
21901,Leitrim,House,1920,Existing,C1,166.86,131.07,0.26,0.6,0.94,1.92,3,142.13,77.26,72.48,17.16,3.7,2,40.98,Heating Oil ,Heating Oil ,92,NO,0,92,0,NO ,Factory Insulated             ,25,72.48,2.08,58.59,2.16,0,0,0,0,0,Unknown,09/03/2011
21902,Leitrim,Detached house,1973,Existing,D2,274.63,134.3,0.38,0.13,0.63,2.63,3,114.71,134.3,134.3,18.81,4.55,1,69.09,Heating Oil ,Heating Oil ,65,NO,74.7,65,0,NO ,Loose Jacket                  ,80,134.3,2.5,0,0,0,0,0,0,0,Unknown,22/03/2011
21903,Leitrim,Semi-detached house,2003,Existing,C2,185.7,108.54,0.29,0.22,0.41,1.9,3,86,61.66,54.27,12.67,2.9,2,46.43,Heating Oil ,Heating Oil ,85,NO,55,85,0,NO ,Loose Jacket                  ,50,54.27,2.56,54.27,2.54,0,0,0,0,0,Unknown,25/03/2011
21904,Leitrim,Detached house,1980,Existing,D2,272.5,141.25,0.27,0.16,0.57,2.7,3,103.7,141.25,141.25,27.32,4.79,1,68.28,Heating Oil ,Heating Oil ,70,NO,60,70,0,NO ,Factory Insulated             ,0,141.25,2.56,0,0,0,0,0,0,0,Unknown,26/03/2011
21905,Leitrim,Semi-detached house,2001,Existing,C3,218.02,97.06,0.55,0.29,0.41,2.7,3,80.52,51.36,49.06,15.62,1.85,2,53.18,Heating Oil ,Heating Oil ,85,NO,100,85,0,NO ,Factory Insulated             ,30,49.06,2.43,48,2.55,0,0,0,0,0,Unknown,28/03/2011
